"ID";"Image";"Categories (x,y,z...)";"Name";"Reference";"Short description";"Base price";"Final price";"Quantity";"Status";
"90";"http://localhost/prestashop/img/p/3/3.jpg";"staples,RICE,Raw Rice";"Pro Nature Organic Red Rice";"Pro Nature";"Pro Nature Organic";"0.000000";"222";"60";"1";
